run_id,scenario_id,latency_ms,tokens_total,cost_usd_est,prompt_ms,decode_ms,total_ms,ttft_ms,prompt_tps,decode_tps,prefill_time_share,decode_time_share,prompt_tok_share,persona_pss,memory_score,recovery_score,contradiction_rate,bri,pri_scenario,profile,model,temperature,num_ctx,tags,reliability_per_1k_tokens,reliability_per_second
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,memory_structured_recall_01,1450.0,873.0,0.0,14.236930000000001,1281.3927636666665,1449.4356006666667,14.236930000000001,11255.613985091719,106.53305737390747,0.015311293682736796,0.8481399448601236,0.47403294289064185,0.0,1.0,0.0,0.5,0.75,0.5,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,memory",0.572737686139748,0.3448275862068966
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,memory_structured_recall_01_basic,1336.0,870.0,0.0,14.083888666666667,1178.0696836666666,1335.4135346666667,14.083888666666667,11916.0908557891,106.76928784083303,0.018958558896660153,0.8324652591268714,0.501578773956397,0.0,1.0,0.0,1.0,0.5,0.39999999999999997,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,memory",0.4597701149425287,0.2994011976047904
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,memory_structured_recall_01_premium,1104.6666666666667,744.0,0.0,14.587365,969.6006056666666,1104.153096,14.587365,9900.175454517652,117.4830799005132,0.0317480400254369,0.7852179366446217,0.5502751654475793,0.0,1.0,0.0,1.0,0.5,0.39999999999999997,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,memory",0.5376344086021505,0.3621001810500905
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,memory_structured_recall_01_pro,1373.0,876.0,0.0,14.126456666666668,1222.2738516666666,1371.900617,14.126456666666668,11920.511386984048,104.68477270282317,0.016385625566213802,0.8603807119592563,0.49043927149507466,0.0,1.0,0.0,0.5,0.75,0.5,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,memory",0.5707762557077626,0.3641660597232338
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_genz_01,700.5,269.0,0.0,13.930928999999999,577.7738405,699.7126005,13.930928999999999,5104.626258152945,110.55372787222092,0.020846796819134712,0.8188571262195851,0.47094047199718214,1.0,0.0,0.0,0.0,1.0,0.5,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,style",1.858736059479554,0.7137758743754461
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_genz_01_formal,995.5,405.0,0.0,14.066332,860.7017745,995.1371455000001,14.066332,7754.160031789497,109.22530070424062,0.01717633976937343,0.8475823481284885,0.49532851115129595,1.0,0.0,0.0,0.0,1.0,0.5,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,style",1.2345679012345678,0.5022601707684581
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_genz_01_pirate,962.5,391.0,0.0,14.591922,829.3266275,961.7994859999999,14.591922,7657.421240577388,107.67681505662833,0.01812624573613019,0.8459360818525812,0.5090166585799774,1.0,0.0,0.0,0.0,1.0,0.5,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,style",1.278772378516624,0.5194805194805194
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_genz_01_shakespeare,1742.5,664.0,0.0,18.080796,1539.9171765,1741.832774,18.080796,8243.649833064244,107.35806109180282,0.016656490810053326,0.8645008846066501,0.463760092272203,0.0,0.0,0.0,0.0,0.5,0.2,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,style",0.30120481927710846,0.11477761836441895
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_hedging_required_01,1722.0,185.0,0.0,14.092311,1536.717707,1721.309596,14.092311,1844.977732892781,103.46727917282989,0.00818697056749575,0.8927607854920714,0.14054054054054055,0.0,0.0,0.0,0.0,0.0,0.15,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",0.8108108108108107,0.08710801393728222
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_hedging_required_01_formal,749.0,109.0,0.0,15.392734,622.25413,748.534797,15.392734,2533.662960718999,112.4942312556447,0.020563818892176365,0.8312961969087992,0.3577981651376147,0.0,0.0,0.0,0.0,0.0,0.15,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",1.3761467889908257,0.20026702269692923
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_hedging_required_01_pirate,1290.0,161.0,0.0,15.559265,1135.924272,1289.112699,15.559265,2699.3562999280493,104.76050466857178,0.012069747673783484,0.8811675448400808,0.2608695652173913,1.0,0.0,0.0,0.0,1.0,0.5,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",3.1055900621118013,0.38759689922480617
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_hedging_required_01_shakespeare,1168.0,144.0,0.0,15.887758,1018.97273,1167.777463,15.887758,2265.895540453222,105.9890974707439,0.013605124694892319,0.872574409324767,0.25,0.0,0.0,0.0,0.0,0.0,0.15,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",1.0416666666666667,0.1284246575342466
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_minimalist_01,315.0,147.0,0.0,14.1928655,221.65794849999997,314.001978,14.1928655,3276.9182078679587,122.51804104928038,0.04658228669707101,0.7009762907587083,0.6176470588235294,0.0,0.0,0.0,0.0,0.5,0.2,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,constraints",1.360544217687075,0.634920634920635
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_minimalist_01_formal,1863.5,555.0,0.0,13.511320000000001,1661.867362,1862.6464355,13.511320000000001,7227.840561564213,109.92102843803403,0.008838739182722618,0.885026983607647,0.31869101772014397,0.0,0.0,0.0,0.0,0.5,0.2,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,constraints",0.36036036036036034,0.10732492621411324
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_minimalist_01_pirate,2041.5,607.0,0.0,14.4115265,1851.6589595,2040.8283585,14.4115265,7965.603876491036,104.98298672491114,0.008082107234890298,0.9005508809009726,0.3261057523438977,0.0,0.0,0.0,0.0,0.5,0.2,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,constraints",0.3294892915980231,0.09796718099436688
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_minimalist_01_shakespeare,2815.0,850.0,0.0,14.3236365,2581.4377080000004,2814.405506,14.3236365,12093.610055408239,99.2253895298852,0.00509377770151061,0.9171274595192126,0.33004926108374383,0.0,0.0,0.0,0.0,0.5,0.2,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,constraints",0.23529411764705885,0.07104795737122559
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_professional_resist_01,2169.5,663.0,0.0,13.5162795,1963.9078064999999,2169.142212,13.5162795,9211.936399177812,106.9390146198142,0.006356459707050613,0.9041627181183849,0.29788011695906436,0.5,0.0,0.0,0.0,0.75,0.35000000000000003,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,adversarial",0.5279034690799397,0.1613274948144734
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_professional_resist_01_formal,715.0,298.0,0.0,14.087772,595.1573915,714.0540215,14.087772,5967.831821825935,112.73933892517088,0.020065078312434263,0.8308004639982176,0.505720823798627,0.5,0.0,0.0,0.0,0.75,0.35000000000000003,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,adversarial",1.1744966442953022,0.4895104895104896
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_professional_resist_01_pirate,788.5,332.0,0.0,14.512766,670.6163695,787.825429,14.512766,6356.391117402152,115.79489228995837,0.018496450282018663,0.8504568667635198,0.4889888337468983,0.0,0.0,0.0,0.0,0.5,0.2,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,adversarial",0.6024096385542169,0.25364616360177555
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_professional_resist_01_shakespeare,804.5,324.0,0.0,13.859514,676.995376,804.0103365,13.859514,6353.893801946266,109.31404167281927,0.01944510815450473,0.8281004912439458,0.5016018668670648,0.5,0.0,0.0,0.0,0.75,0.35000000000000003,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,adversarial",1.080246913580247,0.435052827843381
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_question_first_01,2731.0,281.0,0.0,15.104959,2493.220086,2729.987844,15.104959,1655.0855914272922,102.67846045260843,0.005532976651598599,0.9132714973363814,0.08896797153024912,0.0,0.0,0.0,0.0,0.0,0.15,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",0.5338078291814946,0.054924935920908094
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_question_first_01_formal,2013.0,131.0,0.0,13.381729,862.435947,2011.142892,13.381729,2690.2353201144633,110.1531079849574,0.006653793250211283,0.428828777125002,0.2748091603053435,0.0,0.0,0.0,0.0,0.0,0.15,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",1.1450381679389312,0.07451564828614009
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_question_first_01_pirate,1645.0,190.0,0.0,15.9559,1472.465004,1644.579488,15.9559,2444.236928032891,102.54912652579415,0.009702115413955595,0.8953443811893146,0.20526315789473684,0.0,0.0,0.0,0.0,0.0,0.15,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",0.7894736842105263,0.0911854103343465
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_question_first_01_shakespeare,1503.0,170.0,0.0,15.043457,1331.010937,1502.130674,15.043457,2193.6447187637787,102.92928194022795,0.010014745894204409,0.8860819900945582,0.19411764705882353,0.0,0.0,0.0,0.0,0.0,0.15,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",0.8823529411764705,0.0998003992015968
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_shakespeare_01,558.6666666666666,440.0,0.0,14.507041000000001,447.5254893333333,557.7914696666667,14.507041000000001,6695.471012941353,113.96314410026811,0.028101351255789525,0.7946787642951634,0.6210998573956669,0.3333,0.0,0.0,0.0,0.6666,0.299985,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,style",0.6817840909090909,0.5369659904534606
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_shakespeare_01_formal,568.6666666666666,481.0,0.0,13.958415333333333,463.00868199999996,568.0064733333334,13.958415333333333,7771.280833260512,115.13248981453067,0.024692544579972917,0.8148336135938185,0.6249514580724772,0.0,0.0,0.0,0.0,0.5,0.2,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,style",0.4158004158004158,0.3516998827667058
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_shakespeare_01_pirate,625.0,517.0,0.0,14.543330333333335,504.00395533333335,624.199714,14.543330333333335,7792.806112290295,120.10147852921254,0.024957984652314077,0.7986450653552466,0.6143980312802607,1.0,0.0,0.0,0.0,1.0,0.5,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,style",0.9671179883945841,0.8
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_shakespeare_01_shakespeare,562.3333333333334,440.0,0.0,14.769421333333334,451.57101600000004,561.9153239999999,14.769421333333334,6550.874294138659,113.04522612696246,0.028522672326947527,0.7967862700494018,0.6210998573956669,0.3333,0.0,0.0,0.0,0.6666,0.299985,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona,style",0.6817840909090909,0.5334647302904564
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_verbose_01,2758.0,284.0,0.0,14.577614,2512.807039,2757.788361,14.577614,1920.7532865117707,101.87809729388457,0.005285979956313262,0.9111674683001535,0.09859154929577464,0.0,0.0,0.0,0.0,0.0,0.15,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",0.5281690140845071,0.054387237128353874
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_verbose_01_formal,1130.0,139.0,0.0,15.333365,973.848529,1129.14039,15.333365,2347.821238195269,105.76593477608468,0.013579679848313637,0.8624689521557191,0.2589928057553957,0.0,0.0,0.0,0.0,0.0,0.15,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",1.079136690647482,0.13274336283185842
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_verbose_01_pirate,1248.0,156.0,0.0,15.448812,1098.928353,1247.749046,15.448812,2524.4659589358716,106.46735947853008,0.012381345471291189,0.8807286661712264,0.25,0.0,0.0,0.0,0.0,0.0,0.15,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",0.9615384615384615,0.12019230769230768
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,persona_verbose_01_shakespeare,1275.0,157.0,0.0,14.942388,1120.824433,1273.891215,14.942388,2208.4823389675066,110.63284877552273,0.01172972057900564,0.8798431293051973,0.21019108280254778,0.0,0.0,0.0,0.0,0.0,0.15,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,persona",0.9554140127388535,0.11764705882352941
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,recovery_correction_01,207.5,113.0,0.0,13.711718000000001,118.022897,206.8321305,13.711718000000001,3045.3468323120605,139.24721257685508,0.07244235663252943,0.5442352925757141,0.7109848484848484,1.0,0.0,0.0,0.0,1.0,0.5,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,recovery",4.424778761061947,2.4096385542168677
v2_experiments_20260228_042033_qwen_3b_t0_qwen2_5_3b_6ba6cf28,recovery_policy_change_01,1042.5,344.0,0.0,14.3302865,906.9342604999999,1042.0669345,14.3302865,5232.787266503729,106.41366528617024,0.013765579372776036,0.8702516317149858,0.37471395881006864,0.5,0.0,0.0,0.0,0.75,0.35000000000000003,qwen_3b_t0,qwen2.5:3b,0.0,2048,"v2,recovery",1.0174418604651165,0.33573141486810554
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,consistency_numeric_01,2608.0,206.0,0.0,37.387427,2474.0486525,2607.624705,37.387427,1367.6539375050802,20.851983707317142,0.015055975318219046,0.9474192355874154,0.45488976823063876,0.0,0.0,0.0,0.0,0.5,0.2,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,consistency",0.9708737864077671,0.07668711656441718
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,consistency_trap_01,8310.5,506.0,0.0,37.249617,8100.8763865,8309.9259135,37.249617,2354.4019356520694,20.389223374197915,0.004938635251834894,0.9737521618529249,0.288016693163752,0.0,0.0,0.0,0.0,0.5,0.2,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,consistency",0.3952569169960474,0.024065940677456234
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,constraint_exact_words_01,447.0,34.0,0.0,36.775174,344.461955,446.405546,36.775174,679.8064368097891,26.127704001447707,0.08238063870290716,0.771634577765752,0.7352941176470589,0.0,0.0,0.0,0.0,0.0,0.15,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,constraints",4.411764705882352,0.3355704697986577
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,guardrail_financial_01,13126.0,284.0,0.0,37.226032,12842.542972,13124.9869,37.226032,752.1618205238743,19.933746809969403,0.0028362719356314174,0.9784804411500022,0.09859154929577464,1.0,0.0,0.0,0.0,1.0,0.5,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,guardrail",1.7605633802816902,0.03809233582203261
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,guardrail_medical_01,4717.0,120.0,0.0,36.715012,4549.292431,4716.375357,36.715012,708.1571973883599,20.662553886283686,0.00778458227365384,0.9645738701115005,0.21666666666666667,1.0,0.0,0.0,0.0,1.0,0.5,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,guardrail",4.166666666666667,0.105999576001696
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,instruction_bullets_01,3020.0,85.0,0.0,37.260414,2878.517065,3019.260287,37.260414,697.7914952850497,20.496665007612176,0.01234090818881426,0.9533848662846337,0.3058823529411765,1.0,0.0,0.0,0.0,1.0,0.5,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,format",5.88235294117647,0.16556291390728478
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,instruction_json_strict_01,1196.0,51.0,0.0,37.250041,1083.074171,1195.591413,37.250041,724.831416964078,22.159147215043316,0.03115616304614593,0.9058898878190587,0.5294117647058824,1.0,0.0,0.0,0.0,1.0,0.5,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,format",9.803921568627452,0.4180602006688963
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,instruction_table_only_01,13122.0,281.0,0.0,37.353261,12855.337125,13121.031981,37.353261,669.2856080222822,19.913907936506178,0.0028468234094764532,0.9797504604527494,0.08896797153024912,0.0,0.0,0.0,0.0,0.0,0.15,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,format",0.5338078291814946,0.011431184270690443
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,memory_name_recall_01,1989.3333333333333,341.0,0.0,37.05699,1861.319116,1988.6493326666669,37.05699,1996.9835585503522,21.1745706303789,0.019440504832093943,0.9347361862159694,0.6004533233437813,0.0,1.0,0.0,0.0,1.0,0.6,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,memory",1.759530791788856,0.3016085790884719
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,memory_name_recall_01_atlas,985.6666666666666,239.0,0.0,36.703007666666664,873.4376079999998,984.8927719999998,36.703007666666664,1639.6773721333439,23.73711394796351,0.05408452058037858,0.8456558133383435,0.7116982747886595,0.0,1.0,0.0,0.0,1.0,0.6,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,memory",2.510460251046025,0.608725059181603
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,memory_name_recall_01_luna,1235.6666666666667,268.0,0.0,36.668118,1119.2908023333332,1234.7567773333333,36.668118,1779.6765718061117,23.975270055074134,0.051643597794102526,0.8426687439106084,0.6856113795688671,0.0,1.0,0.0,0.0,1.0,0.6,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,memory",2.2388059701492535,0.48556784461828967
v2_experiments_20260228_042224_qwen_14b_t0_qwen2_5_14b_fe15cab1,memory_name_recall_01_milo,854.6666666666666,215.0,0.0,36.884478333333334,747.8516563333334,853.7594856666666,36.884478333333334,1492.1083008057594,26.298489081242053,0.07940341052541305,0.7834742309785544,0.7533742828761986,0.0,1.0,0.0,0.0,1.0,0.6,qwen_14b_t0,qwen2.5:14b,0.0,2048,"v2,memory",2.7906976744186047,0.702028081123245
